DATE,WIND,RAIN,T.MAX,T.MIN
15-05-2021,9.83,3.5,14.5,8.5
16-05-2021,23.25,0.4,13.3,8
17-05-2021,18.05,2.8,13.6,4.8
18-05-2021,11.21,27,13.4,5.8
19-05-2021,17.12,1.6,12.4,5.5
20-05-2021,12.42,0.9,12.8,4.4
21-05-2021,11.63,1.5,16.1,4.5
22-05-2021,16,0,15.8,6.6
23-05-2021,16.42,0.4,14.8,5.8
24-05-2021,11.67,0.1,13.8,4.4
25-05-2021,8,0,11,2.3
26-05-2021,7.46,0,11,4.1
27-05-2021,9.92,0,12.3,5.2
28-05-2021,6.83,3.8,14.4,5.2
29-05-2021,6.75,0.1,10.7,9
30-05-2021,7.17,0,15.6,2.6
31-05-2021,7.83,0,11.7,2.5
01-06-2021,5.91,0,14,1.1
02-06-2021,3.17,0,14.5,2.5
03-06-2021,3,0,15.6,5.5
04-06-2021,3.33,0,16.4,4.5
05-06-2021,8.21,0,16.7,4.6
06-06-2021,6.08,0,20.1,4.8
07-06-2021,3.83,0,21.7,8.5
08-06-2021,5.41,0,22.7,10.6
09-06-2021,8.29,0,19.1,11.1
10-06-2021,6.5,4.4,15.1,7.6
11-06-2021,7.96,2.3,16.2,9.1
12-06-2021,9.08,0,20.1,11.4
13-06-2021,9.62,0,15.6,8.8
14-06-2021,14,0.2,16.8,13.3
15-06-2021,2.79,7.8,16.8,8.2
16-06-2021,8.42,0,18.3,4.4
17-06-2021,10.37,1.6,16.8,6.3
18-06-2021,21.5,1.6,18.4,12.4
19-06-2021,23.42,0.9,15.6,11.1
20-06-2021,12.54,1.9,19.8,9.4
21-06-2021,16.04,0.8,19.4,13.8
22-06-2021,13.67,0.2,18.4,10.6
23-06-2021,16.66,0.3,17.3,9
24-06-2021,25.29,0,16.1,9.6
25-06-2021,18.79,0.2,16.1,7.1
26-06-2021,14.33,0,16.3,9.6
27-06-2021,11.92,0,16.1,4.5
28-06-2021,12.79,0.6,18.4,11.7
29-06-2021,6.42,0,17.2,6
30-06-2021,7.12,0,20.1,7.8
01-07-2021,11.17,0,20.7,9.3
02-07-2021,17.5,0,19.1,11.8
03-07-2021,12.87,0,19,10.6
04-07-2021,10.08,0,16.1,11.2
05-07-2021,7.79,0,13.7,5.3
06-07-2021,5.46,0,15.5,9.7
07-07-2021,3.13,0,15.5,11.3
08-07-2021,4.67,0,16.6,11.2
09-07-2021,4.63,9,18.3,11.3
10-07-2021,7.5,4.5,14.2,11.2
11-07-2021,5.71,0,15.6,11.1
12-07-2021,4.75,0,18.8,10.1
13-07-2021,5.54,4.3,19.2,8.3
14-07-2021,8,3.4,15.1,12.3
15-07-2021,5.79,0,14.8,11.6
16-07-2021,1.87,0,17.7,10.4
17-07-2021,4.54,0,17.2,5.3
18-07-2021,12.33,8.3,16.5,11.1
19-07-2021,13.04,0,18.4,13.3
20-07-2021,9.17,24.7,21.1,11
21-07-2021,12.96,1.2,17.3,11.4
22-07-2021,11.29,2.6,18,12.3
23-07-2021,5.88,1.9,18.4,11.6
24-07-2021,4.38,2,15.1,12.1
25-07-2021,6.34,0,17.3,11.1
26-07-2021,10,0,15.5,10.5
27-07-2021,3.67,0,17,11.1
28-07-2021,2.88,7,19.6,10.2
29-07-2021,6.58,1.9,21.7,14
30-07-2021,12.17,0,20.5,14.4
31-07-2021,9.54,0,16.5,12.8
01-08-2021,4.46,2.1,18,13.2
02-08-2021,8.38,0.4,16.5,13.6
03-08-2021,8.42,9.2,16.2,12
04-08-2021,14.25,0.6,17,9.7
05-08-2021,10.75,0.1,18.8,8.8
06-08-2021,5.63,3,16.2,5.6
07-08-2021,10.5,1.3,17,8.8
08-08-2021,7.12,2.3,17,7.8
09-08-2021,12.25,1.7,17.1,12.2
10-08-2021,14.29,0.6,19.5,10.8
11-08-2021,18.5,0,18.5,14.2
12-08-2021,9.38,0,17.3,10
13-08-2021,5.88,1.4,16.1,6.7
14-08-2021,8.67,11.1,18.2,7.3
15-08-2021,10.41,2.5,17.8,10.6
16-08-2021,11.38,1.1,16.7,10
17-08-2021,11.25,0.2,19,7.6
18-08-2021,7.54,0.8,17.7,8.4
19-08-2021,10.5,1.4,20.1,13.8
20-08-2021,11.25,2.8,18.5,13.7
21-08-2021,14.21,1.2,18.4,12.3
22-08-2021,15.09,0.9,18.6,11.7
23-08-2021,17.04,6.1,18.3,12.7
24-08-2021,21.09,0.9,17.8,11.7
25-08-2021,15.5,1.1,18.1,10.5
26-08-2021,22.13,4.8,18.1,12.4
27-08-2021,14.29,4.3,16.6,9.4
28-08-2021,5.54,1,15.5,10.2
29-08-2021,7.75,0,19,7.3
30-08-2021,6.42,0,20.2,10.1
31-08-2021,5.37,0,19.5,13.3
01-09-2021,7.41,0.5,19,15.2
02-09-2021,5,5.5,19.5,13.5
03-09-2021,6.17,1.6,18.3,13.2
04-09-2021,6.46,5.2,16.7,12.2
05-09-2021,7.5,11,18.8,9.8
06-09-2021,5.25,1.9,15.1,8.4
07-09-2021,11.63,1.2,16.2,5.7
08-09-2021,8.04,0.2,16.6,9.5
09-09-2021,18.79,1.1,17.3,12.1
10-09-2021,9.59,18.3,16.6,13.1
11-09-2021,8.38,3,18.1,10.1
12-09-2021,7.54,0.1,13.4,10.4
13-09-2021,6.13,0,14.3,3.5
14-09-2021,7.25,1.1,16.2,9.5
15-09-2021,7.92,1.9,15.4,10.5
16-09-2021,11.75,1.1,14.1,5.7
17-09-2021,10.58,0,13.3,5.1
18-09-2021,6.79,0,14.5,2.8
19-09-2021,2.88,0,13.3,7.4
20-09-2021,4.63,0,12.8,9.4
21-09-2021,2.29,0,14.3,3.8
22-09-2021,6.58,0,14,2.3
23-09-2021,8.33,0,16.1,10
24-09-2021,4.88,1.3,16.2,12.3
25-09-2021,10.83,13.3,14.8,11.1
26-09-2021,12,13.3,9.6,8.7
27-09-2021,8.42,10.8,15,1.3
28-09-2021,11.29,0.8,15.5,6.7
29-09-2021,13.79,20,14.3,2.5
30-09-2021,16.54,3,16.3,9.6
01-10-2021,13.29,1.6,16.6,10.5
02-10-2021,7.12,0,16.3,6.5
03-10-2021,7.33,0,17.2,2.7
04-10-2021,11.54,0.5,16.6,11.5
05-10-2021,8.29,0,17.7,10.1
06-10-2021,6.25,0,17.7,6.6
07-10-2021,8.04,0,17.8,10.5
08-10-2021,8.46,0,16.8,11.6
09-10-2021,4.88,0,16.6,5.4
10-10-2021,4.83,0,15.5,10.1
11-10-2021,7.79,0,15.5,9.8
12-10-2021,4.96,0,14.5,8.1
13-10-2021,2.5,0,14.6,6.1
14-10-2021,4.88,0,12.7,7.7
15-10-2021,3.92,0,15.6,10.3
16-10-2021,4.38,0,12.8,4
17-10-2021,6.29,0,10,3.6
18-10-2021,11.63,0.2,15,6.6
19-10-2021,5.58,0,16.1,9.5
20-10-2021,3.79,0,13.2,7.1
21-10-2021,6.34,0,12.8,9.5
22-10-2021,4.92,0,14.5,9.7
23-10-2021,6.54,0,14.3,3.6
24-10-2021,8.5,0.5,15.7,9
25-10-2021,11.79,0.5,14.4,11.3
26-10-2021,11.04,0,8.7,2.7
27-10-2021,15.63,0.6,11.4,-0.5
28-10-2021,15.92,0.9,9.5,4.4
29-10-2021,11.96,8.1,12.7,1.1
30-10-2021,20.75,0.9,9.5,3.6
31-10-2021,12.75,3.5,10,3.7
01-11-2021,10.46,0,13.3,3.7
02-11-2021,6.04,9.1,10.6,7.3
03-11-2021,6.83,0.1,9.5,5.6
04-11-2021,10.92,11.2,11.8,2.2
05-11-2021,19.75,0.5,12.1,8.3
06-11-2021,8.29,1.2,12.1,6.1
07-11-2021,3.5,0,11.2,8.3
08-11-2021,4.42,0,10.7,0.5
09-11-2021,12.58,0.2,11.2,1.8
10-11-2021,16.25,0,11.7,10
11-11-2021,14.75,0.5,9.6,8.7
12-11-2021,5.5,0.2,7.6,5
13-11-2021,7.29,0,8,1.7
14-11-2021,13.7,0.5,10.1,1.6
15-11-2021,9.42,0.3,7.2,1.6
16-11-2021,10.41,3,9.3,-0.5
17-11-2021,18,0.6,5.1,3.8
18-11-2021,16.46,0,4.4,-0.5
19-11-2021,10.37,0.1,4.4,-1.8
20-11-2021,10.54,0.5,6.3,-0.8
21-11-2021,8.42,0,7.7,3.8
22-11-2021,8.38,9.5,11.3,2.7
23-11-2021,12.96,0.5,12.7,5.1
24-11-2021,11.17,9.5,10,8.7
25-11-2021,4,0,10,5.1
26-11-2021,5.96,0,7.2,1.6
27-11-2021,5.09,0,8.7,3.4
28-11-2021,4.88,0,7.7,4.7
29-11-2021,7.41,0,6.7,5.1
30-11-2021,4.71,0,8.4,3.7
01-12-2021,8.42,0.1,9.5,3.7
02-12-2021,12.96,0,9.2,6.2
03-12-2021,10.13,0,10.5,6.7
04-12-2021,4.79,0,10,5.5
05-12-2021,8.96,0,11.4,-0.5
06-12-2021,4.17,0,11.1,0.5
07-12-2021,13.13,19,12.7,0.3
08-12-2021,23.67,17,9.6,5.8
09-12-2021,20.25,1,7.6,3.8
10-12-2021,12.67,6.2,10.3,4.5
11-12-2021,16.42,1.3,9.6,6.3
12-12-2021,19.67,0.3,3.8,2.3
13-12-2021,14,0.3,8.2,0
14-12-2021,20,7.8,12.4,-0.6
15-12-2021,28.91,1.2,12.8,7.8
16-12-2021,16.54,0.4,6.6,3.6
17-12-2021,9.59,1.2,7.6,0.3
18-12-2021,15.92,0.9,6.3,2.8
19-12-2021,9.87,5.3,12.1,2.7
20-12-2021,16.08,0.3,11.5,3
21-12-2021,10.41,0,8.2,1.5
22-12-2021,5.71,0,7.5,-2.8
23-12-2021,9.33,0,7.1,-2.5
24-12-2021,4.92,0,2.7,-2.2
25-12-2021,7,5.1,2.8,-3.8
26-12-2021,12.38,6,5,-1.8
27-12-2021,11.92,3.4,4.4,-0.1
28-12-2021,7.79,0,3.4,0.5
29-12-2021,13.62,0,3.2,-7.2
30-12-2021,28.79,10.8,3.2,0.1
31-12-2021,27.79,0,3.1,0
01-01-2022,23.45,0,NA,NA
02-01-2022,20.75,3.9,NA,NA
03-01-2022,13.83,12.5,NA,NA
04-01-2022,8.54,6.4,NA,NA
05-01-2022,13.08,1.2,NA,NA
06-01-2022,20.91,0,NA,NA
07-01-2022,16.75,0,NA,NA
08-01-2022,16.83,0,NA,NA
09-01-2022,21.67,0,NA,NA
10-01-2022,19.38,0,NA,NA
11-01-2022,9.79,0,NA,NA
12-01-2022,3.96,6,NA,NA
13-01-2022,5.21,0,NA,NA
14-01-2022,10.46,0,NA,NA
15-01-2022,9.17,3.6,NA,NA
16-01-2022,12.58,0.1,NA,NA
17-01-2022,15.37,0,NA,NA
18-01-2022,21.5,0,NA,NA
19-01-2022,23.79,0,NA,NA
20-01-2022,19.62,0.8,NA,NA
21-01-2022,13.83,0,NA,NA
22-01-2022,11.92,0,NA,NA
23-01-2022,2.17,0,NA,NA
24-01-2022,3.04,0,NA,NA
25-01-2022,8.92,0,NA,NA
26-01-2022,8.38,0,NA,NA
27-01-2022,1.63,0,NA,NA
28-01-2022,1.33,0,NA,NA
29-01-2022,7.41,7.6,NA,NA
30-01-2022,19.62,0.6,NA,NA
31-01-2022,11.83,1.3,NA,NA
01-02-2022,14.04,0.4,NA,NA
02-02-2022,15.16,0.6,NA,NA
03-02-2022,8.67,0.2,NA,NA
04-02-2022,9.13,7,NA,NA
05-02-2022,22,32,NA,NA
06-02-2022,20.25,12,NA,NA
07-02-2022,11.83,0,NA,NA
08-02-2022,10.37,0.7,NA,NA
09-02-2022,16.88,5.3,NA,NA
10-02-2022,15.67,0,NA,NA
11-02-2022,6.79,0,NA,NA
12-02-2022,5.21,0,NA,NA
13-02-2022,12.83,7.2,NA,NA
14-02-2022,19.17,6.3,NA,NA
15-02-2022,15.5,0,NA,NA
16-02-2022,13.54,0,NA,NA
17-02-2022,7.83,0,NA,NA
18-02-2022,10.34,0,NA,NA
19-02-2022,14.54,0,NA,NA
20-02-2022,9.92,0,NA,NA
21-02-2022,8.5,0,NA,NA
22-02-2022,5.5,0,NA,NA
23-02-2022,9.33,0,NA,NA
24-02-2022,13.75,0,NA,NA
25-02-2022,11.46,0,NA,NA
26-02-2022,19.25,0,NA,NA
27-02-2022,12.5,0,NA,NA
28-02-2022,16.46,0,NA,NA
01-03-2022,16.21,0,7.1,2.2
02-03-2022,15.83,0.1,7.8,1.7
03-03-2022,14.46,0.3,8.4,4
04-03-2022,14.42,4,11.8,4.8
05-03-2022,20.21,2.3,13.4,6.7
06-03-2022,9.96,0.2,11.7,8.3
07-03-2022,17.88,0,12.8,6.1
08-03-2022,17.5,1,11.8,7.2
09-03-2022,13.33,3.7,9.1,6.1
10-03-2022,17.33,0.5,11.3,4.8
11-03-2022,5.66,0,8.3,-1.6
12-03-2022,6.67,0.1,11.7,0.9
13-03-2022,11.46,0.7,12.1,-2.7
14-03-2022,13.92,0.1,12.3,4.6
15-03-2022,14.25,18.5,14.2,8.3
16-03-2022,16.62,2,12.4,6.6
17-03-2022,13.17,4.7,10.1,6.6
18-03-2022,12.42,0,13.4,6.6
19-03-2022,9.54,14.8,8.4,1.7
20-03-2022,7.54,0,11.4,4.8
21-03-2022,4.33,0,10.2,0
22-03-2022,4.17,0,6.8,2.6
23-03-2022,4.79,0,12.1,-2.1
24-03-2022,19.75,6.4,10.1,1.7
25-03-2022,19.55,0.4,11.4,5.4
26-03-2022,7.62,2.9,12.7,4.4
27-03-2022,13.92,0.2,10.1,4
28-03-2022,9.83,1.5,7.9,2.2
29-03-2022,8.67,0,9.7,-1
30-03-2022,9.38,0,7.9,0.6
31-03-2022,6.83,0,11.2,-2.2
01-04-2022,11.79,2.2,NA,NA
02-04-2022,8.96,0,NA,NA
03-04-2022,8.71,0.2,NA,NA
04-04-2022,13,4.3,NA,NA
05-04-2022,20.04,7.2,NA,NA
06-04-2022,20.5,1.8,NA,NA
07-04-2022,18.5,0,NA,NA
08-04-2022,10.41,0.3,NA,NA
09-04-2022,11.67,1.1,NA,NA
10-04-2022,7.25,1.2,NA,NA
11-04-2022,9.54,0,NA,NA
12-04-2022,16,0,NA,NA
13-04-2022,15.21,10.1,NA,NA
14-04-2022,16.46,2.7,NA,NA
15-04-2022,8.87,1.1,NA,NA
16-04-2022,9.67,0,NA,NA
17-04-2022,8,0,NA,NA
18-04-2022,9.92,1.1,NA,NA
19-04-2022,9.5,5.8,NA,NA
20-04-2022,21.54,1.7,NA,NA
21-04-2022,19.58,4.4,NA,NA
22-04-2022,13.42,0,NA,NA
23-04-2022,6,0.2,NA,NA
24-04-2022,6.67,0.2,NA,NA
25-04-2022,4.83,0,NA,NA
26-04-2022,5.71,0.6,NA,NA
27-04-2022,12.12,0.1,NA,NA
28-04-2022,11.42,0.2,NA,NA
29-04-2022,11.75,0,NA,NA
30-04-2022,12.33,1.1,NA,NA
01-05-2022,14.46,0.1,12.8,6.5
02-05-2022,15.37,1.2,12.7,2.3
03-05-2022,12.96,0,13.5,5.6
04-05-2022,13.37,2.6,14.4,4.5
05-05-2022,14.96,0.4,11.2,3.4
06-05-2022,13.67,0.7,14.1,4.1
07-05-2022,18.75,3.2,15.2,8.8
08-05-2022,11.67,0.8,14,8.4
09-05-2022,13.88,1.3,14.4,5.6
10-05-2022,23.09,0.9,12.2,8.2
11-05-2022,12.25,0,13.8,4
12-05-2022,15.59,0.1,15.5,10
13-05-2022,20.33,0.8,14.2,9
14-05-2022,13.42,1.1,14.5,7.7
15-05-2022,12.83,0.5,15.5,5.5
16-05-2022,14.42,0.5,18.3,3.8
17-05-2022,13.96,0,16.6,3.8
18-05-2022,19.33,0.8,13.3,8.4
19-05-2022,11.38,5,13.6,4.8
20-05-2022,14.5,3.4,15,7.7
21-05-2022,7.21,6.8,12.6,6.7
22-05-2022,7.62,0,12.8,2.7
23-05-2022,7,0.2,12,5.4
24-05-2022,4.96,4.1,11.6,0.6
25-05-2022,8.38,1.1,15.5,8.4
26-05-2022,9.29,0.4,15.7,11
27-05-2022,5.13,0,14,6
28-05-2022,5.63,0,17,2.3
29-05-2022,10.92,0,16.1,6.7
30-05-2022,8.25,2.5,12.8,6.7
31-05-2022,6.13,0,17.1,10
01-06-2022,10.92,0,NA,NA
02-06-2022,14.46,0,NA,NA
03-06-2022,17.67,0,NA,NA
04-06-2022,9.79,0.2,NA,NA
05-06-2022,6,0,NA,NA
06-06-2022,6.29,0,NA,NA
07-06-2022,3.58,0,NA,NA
08-06-2022,4.25,0,NA,NA
09-06-2022,8.38,0,NA,NA
10-06-2022,5.75,0,NA,NA
11-06-2022,2.92,18.8,NA,NA
12-06-2022,4.25,5,NA,NA
13-06-2022,4.92,0,NA,NA
14-06-2022,4.83,0,NA,NA
15-06-2022,7.17,5,NA,NA
16-06-2022,8.29,0.8,NA,NA
17-06-2022,5.88,4.5,NA,NA
18-06-2022,17.83,0.8,NA,NA
19-06-2022,8.92,3.3,NA,NA
20-06-2022,8.67,0.1,NA,NA
21-06-2022,10.34,0.5,NA,NA
22-06-2022,11.83,6.3,NA,NA
23-06-2022,11.87,0.3,NA,NA
24-06-2022,12.04,2.8,NA,NA
25-06-2022,8.17,3.1,NA,NA
26-06-2022,12.71,3.5,NA,NA
27-06-2022,13.04,3,NA,NA
28-06-2022,12.17,3.4,NA,NA
29-06-2022,13.5,2.8,NA,NA
30-06-2022,11.58,0.5,NA,NA
01-07-2022,8.54,0.8,16.2,11.4
02-07-2022,5.09,0.3,17,11.1
03-07-2022,6.46,0,17.2,12.2
04-07-2022,8.5,0.7,15.7,11.3
05-07-2022,5.17,3.4,16.6,10.5
06-07-2022,2.67,0.1,16.1,11.6
07-07-2022,6.46,0,16.6,11.1
08-07-2022,10.92,0,16.6,10.7
09-07-2022,13.96,0.1,16.4,11.5
10-07-2022,8.17,0.2,17,10.6
11-07-2022,4.46,0.9,15,8.4
12-07-2022,4.79,0.3,15.6,10.2
13-07-2022,5.54,0.5,17.2,7.8
14-07-2022,14.71,0,20,12.2
15-07-2022,12.04,3.8,18.8,13.4
16-07-2022,10.29,2,19,11.6
17-07-2022,9.75,0,17.6,12.1
18-07-2022,6.5,0,19.4,10.2
19-07-2022,10.04,0.4,19.4,13.7
20-07-2022,6.5,0,17.7,4.7
21-07-2022,7.29,0,24,11.6
22-07-2022,6.5,3.4,17.7,15
23-07-2022,7.87,2.3,18.3,12.6
24-07-2022,11.17,0.1,18.2,13.1
25-07-2022,11,1.1,17.5,8.3
26-07-2022,6.5,0,17.7,9.2
27-07-2022,5.5,0,20.1,7.2
28-07-2022,5.91,0,20.4,6.6
29-07-2022,8.21,0,21.1,7.1
30-07-2022,4.33,0,25.5,9.5
31-07-2022,4.33,0,22.3,8.7
01-08-2022,5.41,0,21.4,12.7
02-08-2022,4.08,0,20.3,10
03-08-2022,2.62,0,19.6,10.5
04-08-2022,3.13,0,21.1,13.3
05-08-2022,10.5,4.1,18.3,12.8
06-08-2022,7,0,18.8,11.6
07-08-2022,12.58,0,20.6,14
08-08-2022,13.5,0,16.6,9.7
09-08-2022,7.96,9.4,17.3,8.6
10-08-2022,14.09,2.1,19.7,12.6
11-08-2022,11.25,1.6,18.4,12.2
12-08-2022,8.38,0,18.8,11.6
13-08-2022,6.58,0,16.2,10.7
14-08-2022,6.67,4.3,17.6,8.7
15-08-2022,9.21,15.1,16.3,6.2
16-08-2022,17.67,44.4,13,9.6
17-08-2022,15.67,0,15,8.8
18-08-2022,6.92,0,17.7,7.3
19-08-2022,7.79,3.6,17.8,11.2
20-08-2022,11.08,0.4,17,8.8
21-08-2022,9.46,3.4,18.3,9.7
22-08-2022,7.62,0.2,18.8,12.7
23-08-2022,13.13,3.8,17.8,10.3
24-08-2022,13.59,0.4,19,11.1
25-08-2022,9,3.6,17.7,12.7
26-08-2022,19.62,3.3,17.3,12.3
27-08-2022,14.62,0.2,15.5,11.4
28-08-2022,7.41,0,15.5,9.8
29-08-2022,8.33,0,16.5,10.5
30-08-2022,11.12,11.4,17.7,12.3
31-08-2022,9.59,0.5,15.6,11.6
01-09-2022,10.34,0.5,NA,NA
02-09-2022,8.96,1.3,NA,NA
03-09-2022,11.25,2.8,NA,NA
04-09-2022,5.96,0,NA,NA
05-09-2022,9.25,6.8,NA,NA
06-09-2022,10.34,6.9,NA,NA
07-09-2022,14.67,2,NA,NA
08-09-2022,13.13,1.2,NA,NA
09-09-2022,14.04,0.3,NA,NA
10-09-2022,3.71,0,NA,NA
11-09-2022,2.54,0,NA,NA
12-09-2022,4.29,0,NA,NA
13-09-2022,9.79,0,NA,NA
14-09-2022,9.33,0,NA,NA
15-09-2022,5.91,0,NA,NA
16-09-2022,4.75,0,NA,NA
17-09-2022,7.83,5.6,NA,NA
18-09-2022,5.41,0,NA,NA
19-09-2022,6.75,0.2,NA,NA
20-09-2022,5.5,0,NA,NA
21-09-2022,2.54,0,NA,NA
22-09-2022,3.21,0,NA,NA
23-09-2022,5.09,2,NA,NA
24-09-2022,14.67,1.3,NA,NA
25-09-2022,13.37,15.8,NA,NA
26-09-2022,23.04,0,NA,NA
27-09-2022,15,0,NA,NA
28-09-2022,10.17,0.3,NA,NA
29-09-2022,17.88,0,NA,NA
30-09-2022,12.5,0.2,NA,NA
01-10-2022,15.71,0.9,NA,NA
02-10-2022,10.54,1.2,NA,NA
03-10-2022,14.21,2,NA,NA
04-10-2022,14.25,1.5,NA,NA
05-10-2022,9.04,2.4,NA,NA
